node,seg_id
573,22
574,22
575,22
582,22
583,22
584,22
585,22
586,22
587,22
588,22
589,22
594,22
595,22
598,22
599,22
600,22
601,22
602,22
603,22
604,22
605,22
606,22
607,22
609,22
610,22
611,22
612,22
613,22
614,22
615,22
616,22
617,22
618,22
619,22
620,22
621,22
622,22
623,22
624,22
625,22
626,22
627,22
628,22
629,22
630,22
631,22
632,22
633,22
634,22
635,22
636,22
637,22
638,22
639,22
640,22
641,22
642,22
643,22
644,22
645,22
646,22
647,22
649,22
650,22
651,22
652,22
653,22
654,22
655,22
656,22
657,22
658,22
661,22
662,22
665,22
666,22
667,22
668,22
669,22
670,22
671,22
672,22
673,22
674,22
681,22
682,22
685,22
756,22
757,22
759,22
762,22
765,22
766,22
767,22
768,22
769,22
770,22
771,22
772,22
773,22
774,22
775,22
776,22
777,22
778,22
779,22
780,22
781,22
782,22
783,22
784,22
785,22
786,22
787,22
788,22
789,22
790,22
791,22
792,22
793,22
794,22
795,22
796,22
797,22
798,22
799,22
800,22
801,22
802,22
803,22
804,22
805,22
806,22
807,22
808,22
809,22
810,22
811,22
812,22
813,22
814,22
815,22
816,22
817,22
818,22
819,22
820,22
821,22
822,22
823,22
824,22
825,22
826,22
827,22
828,22
829,22
830,22
834,22
835,22
836,22
837,22
838,22
840,22
884,22
885,22
888,22
889,22
890,22
891,22
897,22
898,22
899,22
900,22
901,22
902,22
903,22
904,22
905,22
906,22
908,22
909,22
910,22
911,22
912,22
913,22
914,22
915,22
916,22
917,22
918,22
919,22
920,22
921,22
922,22
923,22
924,22
925,22
926,22
927,22
928,22
929,22
930,22
931,22
932,22
933,22
934,22
935,22
936,22
937,22
938,22
939,22
940,22
941,22
942,22
943,22
944,22
945,22
946,22
947,22
948,22
949,22
950,22
951,22
952,22
953,22
954,22
955,22
956,22
957,22
958,22
959,22
960,22
961,22
962,22
963,22
964,22
965,22
966,22
967,22
968,22
969,22
970,22
971,22
972,22
973,22
974,22
975,22
976,22
977,22
978,22
979,22
980,22
981,22
982,22
983,22
984,22
985,22
986,22
987,22
988,22
989,22
990,22
991,22
992,22
993,22
994,22
995,22
996,22
997,22
998,22
999,22
1000,22
1001,22
1002,22
1003,22
1004,22
1005,22
1006,22
1007,22
1008,22
1009,22
1010,22
1011,22
1012,22
1013,22
1014,22
1015,22
1016,22
1017,22
1021,22
1022,22
1023,22
1064,22
1065,22
1070,22
1071,22
1074,22
1075,22
1077,22
1080,22
1081,22
1082,22
1084,22
1085,22
1090,22
1091,22
1092,22
1093,22
1094,22
1095,22
1096,22
1097,22
1099,22
1102,22
1103,22
1105,22
1106,22
1107,22
1108,22
1109,22
1110,22
1111,22
1112,22
1113,22
1114,22
1115,22
1116,22
1117,22
1118,22
1119,22
1120,22
1121,22
1122,22
1123,22
1124,22
1125,22
1126,22
1127,22
1128,22
1129,22
1130,22
1131,22
1132,22
1133,22
1134,22
1135,22
1136,22
1137,22
1138,22
1139,22
1140,22
1141,22
1142,22
1143,22
1144,22
1145,22
1146,22
1147,22
1148,22
1154,22
1155,22
1156,22
1157,22
1158,22
1159,22
1160,22
1161,22
1162,22
1163,22
1166,22
1167,22
1170,22
1171,22
1172,22
1173,22
1174,22
1175,22
1176,22
1177,22
1178,22
1179,22
1180,22
1181,22
1182,22
1183,22
1184,22
1185,22
1186,22
1187,22
1188,22
1190,22
1191,22
1192,22
1193,22
1194,22
1195,22
1196,22
1197,22
1206,22
1247,22
1252,22
1270,21
1271,22
1272,22
1273,22
1274,22
1275,22
1276,22
1277,22
1278,22
1279,22
1280,22
1281,22
1282,22
1283,22
1284,22
1285,22
1286,22
1287,22
1288,22
1289,22
1290,22
1291,22
1292,22
1293,22
1294,22
1295,22
1296,22
1297,22
1298,22
1299,22
1300,22
1301,22
1302,22
1303,22
1304,22
1305,22
1307,22
1308,22
1309,22
1315,22
1358,20
1359,20
1360,20
1361,20
1362,20
1363,21
1364,21
1365,21
1366,21
1367,21
1368,21
1369,21
1370,21
1371,21
1372,21
1373,21
1374,21
1375,21
1376,21
1377,21
1378,21
1379,21
1380,21
1381,21
1382,21
1383,21
1384,21
1387,21
1388,22
1389,21
1390,22
1391,22
1392,22
1393,22
1394,22
1395,21
1396,22
1399,22
1403,22
1404,22
1405,22
1406,22
1407,22
1408,22
1416,22
1417,22
1465,19
1466,19
1467,19
1468,19
1469,19
1470,19
1471,19
1472,19
1473,19
1474,19
1475,19
1476,19
1477,19
1478,19
1479,19
1480,20
1481,19
1482,20
1483,20
1484,20
1485,20
1486,20
1487,20
1488,20
1489,20
1490,20
1491,20
1492,20
1493,20
1494,20
1495,20
1496,20
1497,20
1498,20
1499,20
1500,20
1501,20
1502,20
1503,20
1504,20
1505,20
1506,20
1507,20
1508,20
1509,20
1510,20
1511,20
1512,20
1513,20
1514,20
1515,20
1516,20
1517,20
1518,20
1519,20
1520,20
1527,20
1528,20
1529,20
1530,20
1531,21
1532,21
1533,20
1534,21
1543,21
1544,21
1545,21
1546,21
1547,21
1548,21
1549,21
1605,14
1606,14
1607,14
1608,14
1609,14
1610,14
1611,14
1612,17
1613,17
1614,17
1615,17
1616,17
1617,17
1618,18
1619,18
1620,18
1621,18
1622,18
1623,18
1624,18
1625,18
1626,18
1627,18
1628,18
1629,18
1630,18
1631,18
1632,18
1633,18
1634,18
1635,18
1636,18
1637,18
1638,18
1639,18
1640,18
1641,18
1642,18
1643,18
1644,18
1645,18
1646,18
1647,18
1648,18
1649,18
1650,18
1651,18
1652,18
1653,19
1654,18
1655,18
1656,18
1657,18
1658,18
1659,19
1660,18
1661,19
1662,19
1663,19
1664,19
1665,19
1666,19
1667,19
1668,19
1669,19
1670,19
1671,19
1672,19
1673,19
1674,19
1675,19
1676,19
1677,19
1678,19
1679,19
1680,19
1681,19
1682,19
1683,19
1684,19
1685,19
1686,19
1687,19
1688,19
1689,19
1690,19
1691,19
1692,19
1693,19
1694,19
1695,19
1696,19
1697,19
1698,19
1699,19
1700,19
1701,19
1702,19
1704,19
1705,19
1708,19
1709,19
1710,19
1711,19
1712,19
1713,20
1714,19
1715,20
1716,19
1717,19
1720,19
1724,20
1725,20
1726,20
1727,20
1728,20
1729,20
1730,20
1737,20
1738,20
1741,20
1796,14
1797,14
1798,14
1799,14
1800,14
1801,16
1802,16
1803,16
1804,16
1805,16
1806,16
1807,16
1808,16
1809,16
1810,16
1811,16
1812,16
1813,16
1814,16
1815,16
1816,16
1817,16
1818,16
1819,16
1820,16
1821,16
1822,16
1823,16
1824,16
1825,16
1826,16
1827,16
1828,16
1829,17
1830,16
1831,17
1832,16
1833,16
1834,16
1835,16
1836,16
1837,17
1838,16
1839,17
1840,17
1841,17
1842,17
1843,17
1844,17
1845,17
1846,17
1847,17
1848,17
1849,17
1850,17
1851,17
1852,17
1853,17
1854,17
1855,17
1856,17
1857,17
1858,17
1859,17
1860,17
1861,17
1862,17
1863,17
1864,17
1865,17
1866,17
1867,17
1868,17
1869,17
1870,17
1871,17
1872,17
1873,17
1874,17
1875,17
1876,17
1877,17
1878,17
1879,17
1880,17
1881,17
1882,17
1883,17
1884,17
1885,17
1886,17
1887,17
1888,17
1889,18
1890,17
1891,18
1892,18
1893,18
1894,18
1896,17
1897,18
1898,17
1904,18
1905,18
1908,18
1909,18
1914,18
1915,18
1924,18
1925,18
1926,18
1927,18
1928,18
1929,18
1930,18
1931,18
1940,18
1941,18
1942,18
1943,18
1944,18
1945,18
1946,18
1956,19
1957,19
1958,19
1959,19
1960,19
1961,19
1966,19
1967,19
1970,19
1971,19
2035,14
2036,14
2037,14
2038,14
2039,14
2040,14
2041,15
2042,15
2043,15
2044,15
2045,15
2046,15
2047,15
2048,15
2049,15
2050,15
2051,15
2052,15
2053,15
2054,15
2055,15
2056,15
2057,15
2058,15
2059,15
2060,15
2061,15
2062,15
2063,15
2064,15
2065,15
2066,15
2067,15
2068,15
2069,15
2070,15
2071,15
2072,15
2073,15
2074,16
2075,16
2076,16
2077,16
2078,16
2079,16
2080,16
2081,16
2082,16
2083,16
2084,15
2085,16
2086,16
2087,16
2088,16
2089,16
2090,16
2091,16
2092,16
2093,16
2094,16
2095,16
2096,16
2097,16
2098,16
2099,16
2100,16
2101,16
2102,16
2103,16
2104,16
2105,16
2106,16
2107,16
2108,16
2109,16
2110,16
2111,16
2112,16
2113,16
2114,16
2115,16
2116,16
2117,16
2118,16
2119,16
2120,16
2121,16
2122,16
2123,16
2124,16
2125,16
2126,16
2127,16
2128,16
2129,16
2130,16
2131,16
2132,16
2133,16
2134,16
2135,16
2138,16
2139,16
2140,16
2141,16
2142,16
2143,17
2144,16
2145,17
2146,16
2147,16
2150,16
2151,17
2154,17
2155,17
2156,17
2157,17
2158,17
2159,17
2160,17
2161,17
2162,17
2163,17
2166,17
2170,17
2171,17
2172,17
2173,17
2174,17
2175,17
2176,17
2177,17
2180,17
2181,17
2253,11
2254,11
2255,11
2256,11
2257,11
2258,11
2259,11
2260,12
2261,12
2262,12
2263,12
2264,12
2265,12
2266,14
2267,12
2268,12
2269,12
2270,12
2271,12
2272,12
2273,12
2274,12
2275,12
2276,12
2277,14
2278,14
2279,14
2280,14
2281,14
2282,14
2283,14
2284,14
2285,14
2286,14
2287,14
2288,13
2289,13
2290,13
2291,13
2292,13
2293,14
2294,14
2295,13
2296,14
2297,14
2298,15
2299,14
2300,15
2301,13
2302,13
2303,13
2304,13
2305,14
2306,15
2307,13
2308,15
2309,15
2310,15
2311,15
2312,15
2313,15
2314,15
2315,15
2316,15
2317,15
2318,15
2319,15
2320,15
2321,15
2322,15
2323,15
2324,15
2325,15
2326,15
2327,15
2328,15
2329,15
2330,15
2331,15
2332,15
2333,15
2334,15
2335,15
2336,15
2337,15
2338,15
2339,15
2340,15
2341,15
2342,15
2343,15
2344,15
2345,15
2346,15
2347,15
2348,15
2349,15
2350,15
2351,15
2353,15
2354,15
2355,15
2356,15
2357,15
2358,16
2359,15
2360,16
2361,16
2362,16
2363,16
2364,16
2365,15
2366,16
2367,15
2369,16
2370,16
2373,16
2374,16
2375,16
2376,16
2377,16
2378,16
2381,16
2461,9
2462,10
2463,10
2464,11
2465,11
2466,11
2467,11
2468,11
2469,11
2470,11
2471,11
2472,11
2473,11
2474,11
2475,11
2476,11
2477,11
2478,11
2479,11
2480,11
2481,11
2482,11
2483,11
2484,11
2485,11
2486,12
2487,12
2488,12
2489,11
2490,11
2491,12
2492,12
2493,12
2494,12
2495,12
2496,12
2497,12
2498,12
2499,12
2500,12
2501,13
2502,13
2503,13
2504,13
2505,12
2506,12
2507,12
2508,13
2509,12
2510,12
2511,12
2512,13
2513,13
2514,13
2515,13
2516,13
2517,13
2518,13
2519,13
2520,13
2521,13
2522,13
2523,13
2524,13
2525,13
2526,13
2527,13
2528,13
2529,13
2530,13
2531,13
2532,13
2533,13
2534,13
2535,13
2536,13
2537,13
2538,13
2539,13
2540,13
2541,13
2542,13
2543,13
2544,13
2545,13
2546,13
2547,13
2548,13
2549,13
2550,13
2553,13
2554,13
2555,13
2561,13
2566,15
2567,15
2658,9
2659,9
2660,9
2661,9
2662,9
2663,9
2664,9
2665,9
2666,9
2667,9
2668,9
2669,9
2670,9
2671,9
2672,9
2673,10
2674,10
2675,10
2676,10
2677,10
2678,10
2679,10
2680,10
2681,10
2682,10
2683,10
2684,10
2685,10
2686,10
2687,11
2688,11
2689,11
2690,11
2691,11
2692,11
2693,11
2694,11
2695,11
2696,10
2697,11
2698,11
2699,11
2700,11
2701,11
2702,11
2703,11
2704,11
2705,11
2706,12
2707,12
2708,11
2709,12
2710,11
2711,11
2712,11
2713,11
2714,11
2715,12
2716,11
2717,12
2718,12
2719,12
2720,12
2721,12
2722,13
2723,13
2724,13
2725,13
2726,12
2731,13
2732,13
2735,13
2736,13
2741,13
2821,9
2822,9
2823,9
2824,9
2825,9
2826,9
2827,9
2828,10
2829,9
2830,10
2831,9
2832,9
2833,9
2834,9
2835,10
2839,9
2840,9
2841,10
2843,9
2844,9
2845,10
2846,10
2852,10
2853,10
2856,10
2857,10
2862,10
2863,10
2865,10
2866,11
2867,11
2868,11
2872,11
2873,11
2876,11
2955,8
2956,8
2957,8
2958,8
2959,9
2960,8
2961,8
2962,8
2963,8
2964,8
2965,9
2966,8
2967,9
2968,9
2969,9
2970,9
2971,9
2972,9
2973,9
2974,9
2975,9
2976,9
2977,9
2978,9
2980,9
2984,9
3068,8
3069,8
3070,8
3071,8
3072,8
3073,8
3074,8
3075,8
3076,8
3077,8
3078,8
3079,8
3080,8
3081,8
3082,8
3083,8
3084,8
3085,8
3086,8
3087,8
3088,8
3089,8
3092,8
3093,8
3096,8
3097,8
3098,8
3099,8
3100,8
3101,8
3102,8
3103,8
3104,8
3105,8
3112,8
3113,8
3116,8
3204,7
3205,7
3206,7
3207,7
3208,7
3209,7
3210,7
3211,8
3212,8
3213,8
3214,8
3215,7
3216,7
3217,7
3218,7
3219,7
3220,8
3223,8
3224,8
3225,8
3227,8
3321,7
3322,7
3323,7
3324,7
3325,7
3326,7
3327,7
3328,7
3329,7
3330,7
3331,7
3332,7
3333,7
3335,7
3336,7
3337,7
3343,7
3433,7
3434,7
3435,7
3436,7
3437,7
3438,7
3439,7
3440,7
3441,7
3442,7
3443,7
3444,7
3445,7
3446,7
3447,7
3448,7
3450,7
3451,7
3546,7
3547,7
3548,7
3549,7
3550,7
3551,7
3552,7
3553,7
3554,7
3555,7
3556,7
3557,7
3558,7
3559,7
3561,7
3562,7
3563,7
3564,7
3565,7
3660,6
3661,6
3662,6
3663,6
3664,6
3665,6
3666,7
3667,7
3668,7
3669,7
3670,6
3671,6
3672,6
3673,6
3674,7
3678,7
3679,7
3775,6
3777,6
3778,6
3779,6
3780,6
3781,6
3782,6
3783,6
3784,6
3785,6
3786,6
3787,6
3788,6
3792,6
3885,6
3886,6
3977,6
3978,3
4066,4
4067,3
4154,5
4155,4
4243,5
4244,2
4332,4
4333,2
4421,5
14517,22
14518,22
14519,22
14520,22
14521,22
14522,22
14523,22
14524,22
14525,22
14526,22
14527,22
14528,22
14529,22
14530,22
14531,22
14532,22
14533,22
14534,22
14535,22
14536,22
14537,22
14538,22
14539,22
14540,22
14541,22
14542,22
14543,22
14544,22
14545,22
14546,22
14547,22
14548,22
14549,22
14550,22
14551,22
14552,22
14553,22
14554,22
14555,22
14556,22
14557,22
14558,22
14559,22
14560,22
14561,22
14562,22
14563,22
14564,22
14565,22
14566,22
14567,22
14568,22
14569,22
14570,22
14571,22
14572,22
14573,22
14574,22
14575,22
14576,22
14577,22
14578,22
14579,22
14580,22
14581,22
14582,22
14583,22
14584,22
14585,22
14586,22
14587,22
14588,22
14589,22
14590,22
14591,22
14592,22
14593,22
14594,22
14595,22
14596,22
14597,22
14598,22
14599,22
14600,22
14601,22
14602,22
14603,22
14604,22
14605,22
14606,22
14607,22
14608,22
14609,22
14610,22
14611,22
14612,22
14613,22
14614,22
14615,22
14616,22
14617,22
14618,22
14619,22
14620,22
14621,22
14622,22
14623,22
14624,22
14625,22
14626,22
14627,22
14628,22
14629,22
14630,22
14631,22
14632,22
14633,22
14634,22
14635,22
14636,22
14637,22
14638,22
14639,22
14640,22
14641,22
14642,22
14643,22
14644,22
14645,22
14646,22
14647,22
14648,22
14649,22
14650,22
14651,22
14652,22
14653,22
14654,22
14655,22
14656,22
14657,22
14658,22
14659,22
14660,22
14661,22
14662,22
14663,22
14664,22
14665,22
14666,22
14667,22
14668,22
14669,22
14670,22
14671,22
14672,22
14673,22
14674,22
14675,22
14676,22
14677,22
14678,22
14679,22
14680,22
14681,22
14682,22
14683,22
14684,22
14685,22
14686,22
14687,22
14688,22
14689,22
14690,22
14691,22
14692,22
14693,22
14694,22
14695,22
14696,22
14697,22
14698,22
14699,22
14700,22
14701,22
14702,22
14703,22
14704,22
14705,22
14706,22
14707,22
14708,22
14709,22
14710,22
14711,22
14712,22
14713,22
14714,22
14715,22
14716,22
14717,22
14718,22
14719,22
14720,22
14721,22
14722,22
14723,22
14724,22
14725,22
14726,22
14727,22
14728,22
14729,22
14730,22
14731,22
14732,22
14733,22
14734,22
14735,22
14736,22
14737,22
14738,22
14739,22
14740,22
14741,22
14742,22
14743,22
14744,22
14745,22
14746,22
14747,22
14748,22
14749,22
14750,22
14751,22
14752,22
14753,22
14754,22
14755,22
14756,22
14757,22
14758,22
14759,22
14760,22
14761,22
14762,22
14763,22
14764,22
14765,22
14766,22
14767,22
14768,22
14769,22
14770,22
14771,22
14772,22
14773,22
14774,22
14775,22
14776,22
14777,22
14778,22
14779,22
14780,22
14781,22
14782,22
14783,22
14784,22
14785,22
14786,22
14787,22
14788,22
14789,22
14790,22
14791,22
14792,22
14793,22
14794,22
14795,22
14796,22
14797,22
14798,22
14799,22
14800,22
14801,22
14802,22
14803,22
14804,22
14805,22
14806,22
14807,22
14808,22
14809,22
14810,22
14811,22
14812,22
14813,22
14814,22
14815,22
14816,22
14817,22
14818,22
14819,22
14820,22
14821,22
14822,22
14823,22
14824,22
14825,22
14826,22
14827,22
14828,22
14829,22
14830,22
14831,22
14832,22
14833,22
14834,22
14835,22
14836,22
14837,22
14838,22
14839,22
14843,22
14848,22
14849,22
14850,22
14851,22
14852,22
14853,22
14854,22
14855,22
14856,22
14857,22
14858,22
14859,22
14860,22
14861,22
14862,22
14863,22
14864,22
14865,22
14866,22
14867,22
14868,22
14869,22
14870,22
14871,22
14872,22
14873,22
14874,22
14875,22
14876,22
14877,22
14878,22
14879,22
14881,22
14884,22
14885,22
14886,22
14887,22
14890,22
14893,22
14894,22
14895,22
14896,22
14897,22
14898,22
14899,22
14900,22
14901,22
14902,22
14903,22
14904,22
14905,22
14906,22
14907,22
14908,22
14909,22
14910,22
14911,22
14912,22
14913,22
14914,22
14915,22
14916,22
14917,22
14918,22
14919,22
14920,22
14921,22
14922,22
14923,22
14924,22
14925,22
14926,22
14927,22
14928,22
14929,22
14930,22
14931,22
14932,22
14933,22
14934,22
14935,22
14936,22
14937,22
14938,22
14939,22
14940,22
14941,22
14942,22
14943,22
14944,22
14945,22
14946,22
14947,22
14948,22
14949,22
14950,22
14951,22
14952,22
14953,22
14954,22
14955,22
14956,22
14957,22
14958,22
14959,22
14960,22
14961,22
14962,22
14963,22
14964,22
14965,22
14966,22
14967,22
14968,22
14969,22
14970,22
14971,22
14972,22
14973,22
14974,22
14975,22
14976,22
14977,22
14978,22
14979,22
14980,22
14981,22
14982,22
14983,22
14984,22
14985,22
14986,22
14987,22
14988,22
14989,22
14990,22
14991,22
14992,22
14993,22
14994,22
14995,22
14996,22
14997,22
14998,22
14999,22
15000,22
15001,22
15002,22
15003,22
15004,22
15005,22
15006,22
15007,22
15008,22
15009,22
15010,22
15011,22
15012,22
15013,22
15014,22
15015,22
15016,22
15017,22
15018,22
15019,22
15020,22
15021,22
15022,22
15023,22
15024,22
15025,22
15026,22
15027,22
15028,22
15029,22
15030,22
15031,22
15032,22
15033,22
15034,22
15035,22
15036,22
15037,22
15038,22
15039,22
15040,22
15041,22
15042,22
15043,22
15044,22
15045,22
15046,22
15047,22
15048,22
15049,22
15050,22
15051,22
15052,22
15053,22
15054,22
15055,22
15056,22
15057,22
15058,22
15059,22
15060,22
15061,22
15062,22
15063,22
15064,22
15065,22
15066,22
15067,22
15068,22
15069,22
15070,22
15071,22
15072,22
15073,22
15074,22
15075,22
15076,22
15077,22
15078,22
15079,22
15080,22
15081,22
15082,22
15083,22
15084,22
15085,22
15086,22
15087,22
15088,22
15089,22
15090,22
15091,22
15092,22
15093,22
15094,22
15095,22
15096,22
15097,22
15098,22
15099,22
15100,22
15101,22
15102,22
15103,22
15104,22
15105,22
15106,22
15107,22
15108,22
15109,22
15110,22
15111,22
15112,22
15113,22
15114,22
15115,22
15116,22
15117,22
15118,22
15119,22
15120,22
15121,22
15122,22
15123,22
15124,22
15125,22
15126,22
15127,22
15128,22
15129,22
15130,22
15131,22
15132,22
15133,22
15134,22
15135,22
15136,22
15137,22
15138,22
15139,22
15140,22
15141,22
15142,22
15143,22
15144,22
15145,22
15146,22
15147,22
15148,22
15149,22
15150,22
15151,22
15152,22
15153,22
15154,22
15155,22
15156,22
15157,22
15158,22
15159,22
15160,22
15161,22
15162,22
15163,22
15164,22
15165,22
15166,22
15167,22
15168,22
15169,22
15170,22
15171,22
15172,22
15173,22
15174,22
15175,22
15176,22
15177,22
15178,22
15179,22
15180,22
15181,22
15182,22
15183,22
15184,22
15185,22
15186,22
15187,22
15188,22
15189,22
15190,22
15191,22
15192,22
15193,22
15194,22
15195,22
15196,22
15197,22
15198,22
15199,22
15200,22
15201,22
15202,22
15203,22
15204,22
15205,22
15206,22
15207,22
15208,22
15209,22
15210,22
15211,22
15212,22
15213,22
15214,22
15215,22
15216,22
15217,22
15218,22
15219,22
15220,22
15221,22
15222,22
15223,22
15224,22
15225,22
15226,22
15227,22
15228,22
15229,22
15230,22
15231,22
15232,22
15233,22
15234,22
15235,22
15236,22
15237,22
15238,22
15239,22
15240,22
15241,22
15242,22
15243,22
15244,22
15245,22
15246,22
15247,22
15248,22
15249,22
15250,22
15251,22
15252,22
15253,22
15254,22
15255,22
15256,22
15257,22
15258,22
15259,22
15260,22
15261,22
15262,22
15263,22
15264,22
15265,22
15266,22
15267,22
15268,22
15269,22
15270,22
15271,22
15272,22
15273,22
15274,22
15275,22
15276,22
15277,22
15278,22
15279,22
15280,22
15281,22
15282,22
15283,22
15284,22
15285,22
15286,22
15287,22
15288,22
15289,22
15290,22
15291,22
15292,22
15293,22
15294,22
15295,22
15296,22
15297,22
15298,22
15299,22
15300,22
15301,22
15302,22
15303,22
15304,22
15305,22
15306,22
15307,22
15308,22
15309,22
15310,22
15311,22
15312,22
15313,22
15314,22
15315,22
15316,22
15317,22
15318,22
15319,22
15320,22
15321,22
15322,22
15323,22
15324,22
15325,22
15326,22
15327,22
15328,22
15329,22
15330,22
15331,22
15332,22
15333,22
15334,22
15335,22
15336,22
15337,22
15338,22
15339,22
15340,22
15341,22
15342,22
15343,22
15344,22
15345,22
15346,22
15347,22
15348,22
15349,22
15350,22
15351,22
15352,22
15353,22
15354,22
15355,22
15356,22
15357,22
15358,22
15359,22
15360,22
15361,22
15362,22
15363,22
15364,22
15365,22
15366,22
15367,22
15368,22
15369,22
15370,22
15371,22
15372,22
15373,22
15374,22
15375,22
15376,22
15377,22
15378,22
15379,22
15380,22
15381,22
15382,22
15383,22
15384,22
15385,22
15386,22
15387,22
15388,22
15390,22
15394,22
15395,22
15396,22
15397,22
15398,22
15399,22
15400,22
15401,22
15402,22
15403,22
15404,22
15405,22
15406,22
15407,22
15408,22
15410,22
15411,22
15412,22
15413,22
15414,22
15415,22
15416,22
15418,22
15423,22
15434,22
15435,22
15455,22
15458,22
15459,22
15461,22
15466,22
15467,22
15468,22
15470,22
15471,22
15472,22
15473,22
15476,22
15477,22
15478,22
15479,22
15480,22
15481,22
15482,22
15483,22
15488,22
15489,22
15497,22
15498,22
15499,22
15500,22
15501,22
15502,22
15503,22
15504,22
15505,22
15506,22
15507,22
15508,22
15509,22
15510,22
15511,22
15512,22
15513,22
15514,22
15515,22
15516,22
15517,22
15518,22
15519,22
15520,22
15521,22
15522,22
15523,22
15524,22
15525,22
15526,22
15527,22
15528,22
15530,22
15533,22
15534,22
15539,22
15540,22
15541,22
15542,22
15543,22
15544,22
15545,22
15546,22
15548,22
15551,22
15552,22
15555,22
15556,22
15557,22
15558,22
15559,22
15560,22
15561,22
15562,22
15563,22
15564,22
15565,22
15566,22
15567,22
15568,22
15569,22
15570,22
15571,22
15572,22
15573,22
15574,22
15575,22
15576,22
15577,22
15578,22
15579,22
15580,22
15581,22
15582,22
15583,22
15584,22
15585,22
15586,22
15587,22
15588,22
15589,22
15590,22
15591,22
15592,22
15593,22
15594,22
15595,22
15596,22
15597,22
15598,22
15599,22
15600,22
15601,22
15602,22
15603,22
15604,22
15605,22
15606,22
15607,22
15608,22
15609,22
15610,22
15611,22
15612,22
15613,22
15614,22
15615,22
15616,22
15617,22
15618,22
15619,22
15620,22
15621,22
15622,22
15623,22
